vorname,anzahl,geschlecht
Alessio,11,m
Antonio,11,m
Aras,11,m
Arda,11,m
August,11,m
Bilal,11,m
Dominik,11,m
Eric,11,m
Gustav,11,m
Henrik,11,m
Jamie,11,m
John,11,m
Leonhard,11,m
Marlon,11,m
Michel,11,m
Miran,11,m
Nico,11,m
Selim,11,m
Yannick,11,m
Yunus,11,m
Alice,10,w
Amy,10,w
Aylin,10,w
Chiara,10,w
Esila,10,w
Ina,10,w
Isabell,10,w
Juli,10,w
Juliana,10,w
Lorena,10,w
Malin,10,w
Marleen,10,w
Neele,10,w
Selina,10,w
Selma,10,w
Vanessa,10,w
Amin,10,m
Clemens,10,m
Dean,10,m
Enes,10,m
Francesco,10,m
Franz,10,m
Hüseyin,10,m
Ibrahim,10,m
Ilias,10,m
Juri,10,m
Kurt,10,m
Leandro,10,m
Lenny,10,m
Lian,10,m
Luke,10,m
Malte,10,m
Mike,10,m
Taha,10,m
Wolfgang,10,m
Alessia,9,w
Caroline,9,w
Christine,9,w
Dana,9,w
Emelie,9,w
Eslem,9,w
Estelle,9,w
Flora,9,w
Florentine,9,w
Kim,9,w
Lucy,9,w
Magdalena,9,w
Marta,9,w
Maryam,9,w
Naomi,9,w
Noemi,9,w
Rebecca,9,w
Ronja,9,w
Zara,9,w
Zümra,9,w
Adem,9,m
Ahmed,9,m
Albert,9,m
Berat,9,m
Cem,9,m
Diego,9,m
Elyas,9,m
Emilian,9,m
Enno,9,m
Fiete,9,m
Giuseppe,9,m
Ilyas,9,m
Jannes,9,m
Kai,9,m
Klaus,9,m
Leopold,9,m
Luan,9,m
Manuel,9,m
Marc,9,m
Markus,9,m
Otto,9,m
Thiago,9,m
Timur,9,m
Tristan,9,m
Victor,9,m
Ada,8,w
Amélie,8,w
Aurora,8,w
Ayla,8,w
Azra,8,w
Ceyda,8,w
Christin,8,w
Daria,8,w
Defne,8,w
Dorothea,8,w
Elin,8,w
Elina,8,w
Esther,8,w
Felicitas,8,w
Juna,8,w
Larissa,8,w
Lucie,8,w
Miriam,8,w
Pina,8,w
Tabea,8,w
Tamara,8,w
Zeyneb,8,w
Alejandro,8,m
Amir,8,m
Artur,8,m
Bastian,8,m
Benno,8,m
Christoph,8,m
Edgar,8,m
Ediz,8,m
Elia,8,m
Hans,8,m
Hasan,8,m
Ian,8,m
James,8,m
Janosch,8,m
Jayden,8,m
Jerome,8,m
Johan,8,m
Joris,8,m
Kadir,8,m
Kalle,8,m
Levin,8,m
Niclas,8,m
Nikolas,8,m
Philip,8,m
Piet,8,m
Rudolf,8,m
Said,8,m
Salvatore,8,m
Semih,8,m
Stefan,8,m
Talha,8,m
Tarik,8,m
Tyler,8,m
Alicia,7,w
Alisa,7,w
Ana,7,w
Angela,7,w
Christa,7,w
Elsa,7,w
Felicia,7,w
Gabriele,7,w
Helin,7,w
Juliane,7,w
Kiara,7,w
Kristina,7,w
Lana,7,w
Letizia,7,w
Lilith,7,w
Mathilde,7,w
Medina,7,w
Melody,7,w
Minou,7,w
Naz,7,w
Patricia,7,w
Rabia,7,w
Rose,7,w
Sina,7,w
Sonja,7,w
Thea,7,w
Valerie,7,w
Yasmin,7,w
Yağmur,7,w
Andrej,7,m
André,7,m
Ayoub,7,m
Carlos,7,m
Gereon,7,m
Giovanni,7,m
Herbert,7,m
Hermann,7,m
Jannik,7,m
Joscha,7,m
Julien,7,m
Kevin,7,m
Len,7,m
Lenn,7,m
Mahir,7,m
Marian,7,m
Marko,7,m
Mehmet,7,m
Miraç,7,m
Niko,7,m
Osman,7,m
Patrick,7,m
Umut,7,m
Viktor,7,m
Alea,6,w
Alena,6,w
Alva,6,w
Annabelle,6,w
Ayda,6,w
Bella,6,w
Beyza,6,w
Celina,6,w
Cleo,6,w
Ecrin,6,w
Eda,6,w
Eliza,6,w
Ellen,6,w
Erva,6,w
Fine,6,w
Hermine,6,w
Ingrid,6,w
Jolina,6,w
Joline,6,w
Joy,6,w
Kira,6,w
Lee,6,w
Leona,6,w
Lola,6,w
Malia,6,w
Mariam,6,w
Marina,6,w
Merve,6,w
Meta,6,w
Mieke,6,w
Natalia,6,w
Nicole,6,w
Noa,6,w
Rita,6,w
Sena,6,w
Shirin,6,w
Veronika,6,w
Abdullah,6,m
Alan,6,m
Angelo,6,m
Berkay,6,m
Burak,6,m
Colin,6,m
Connor,6,m
Dario,6,m
Denis,6,m
Eliah,6,m
Emanuel,6,m
Halil,6,m
Hanno,6,m
Jaden,6,m
Jaron,6,m
Karlo,6,m
Leonas,6,m
Lion,6,m
Lorenz,6,m
Mads,6,m
Magnus,6,m
Mario,6,m
Mathis,6,m
Maurice,6,m
Mikail,6,m
Mohammed,6,m
Nikolai,6,m
Poyraz,6,m
Rolf,6,m
Ryan,6,m
Sascha,6,m
Vincenzo,6,m
Willi,6,m
William,6,m
Aaliyah,5,w
Adriana,5,w
Aimée,5,w
Aleyna,5,w
Aliya,5,w
Almina,5,w
Amine,5,w
Angelika,5,w
Asmin,5,w
Ayşe,5,w
Beren,5,w
Ceylin,5,w
Chanel,5,w
Cäcilia,5,w
Daniela,5,w
Enie,5,w
Fee,5,w
Franka,5,w
Friederike,5,w
Gabriela,5,w
Hümeyra,5,w
Ilayda,5,w
Iman,5,w
Inge,5,w
Janne,5,w
Jennifer,5,w
Jessica,5,w
Jette,5,w
Joanna,5,w
Julina,5,w
Karlotta,5,w
Karolina,5,w
Kate,5,w
Kathrin,5,w
Kübra,5,w
Leandra,5,w
Lene,5,w
Liah,5,w
Liana,5,w
Liliana,5,w
Lily,5,w
Loreen,5,w
Adriano,5,m
Luca,5,w
Arne,5,m
Madita,5,w
Aron,5,m
Marieke,5,w
Bennet,5,m
Mariella,5,w
Bernd,5,m
Mary,5,w
Bernhard,5,m
Mayla,5,w
Brian,5,m
Melisa,5,w
Charlie,5,m
Milana,5,w
Cornelius,5,m
Monika,5,w
Fatih,5,m
Nadia,5,w
Fridolin,5,m
Nela,5,w
Furkan,5,m
Nika,5,w
Giuliano,5,m
Rieke,5,w
Gregor,5,m
Ruby,5,w
Henning,5,m
Ruth,5,w
Jamal,5,m
Samantha,5,w
Jonte,5,m
Samira,5,w
Joseph,5,m
Selin,5,w
Josh,5,m
Smilla,5,w
Jürgen,5,m
Soraya,5,w
Kaspar,5,m
Svea,5,w
Kuzey,5,m
Tamina,5,w
Laurin,5,m
Veronica,5,w
Lean,5,m
Wilhelmine,5,w
Lio,5,m
Yaren,5,w
Manfred,5,m
Marco,5,m
Marius,5,m
Mathias,5,m
Mattes,5,m
Matthis,5,m
Mirac,5,m
Muhammad,5,m
Neven,5,m
Noa,5,m
Norbert,5,m
Rainer,5,m
Ricardo,5,m
Roman,5,m
Ruben,5,m
Salim,5,m
Serdar,5,m
Singh,5,m
Stephan,5,m
Sven,5,m
Thore,5,m
Til,5,m
Walter,5,m
Werner,5,m
Zakaria,5,m
Adele,4,w
Alessandra,4,w
Alexia,4,w
Alisha,4,w
Alissa,4,w
Annabell,4,w
Ashley,4,w
Barbara,4,w
Brigitte,4,w
Carina,4,w
Carolin,4,w
Catharina,4,w
Catherine,4,w
Cemile,4,w
Cemre,4,w
Claire,4,w
Derin,4,w
Edda,4,w
Eden,4,w
Elaine,4,w
Eleonora,4,w
Emely,4,w
Enya,4,w
Erika,4,w
Esmanur,4,w
Ajan,4,m
Evelina,4,w
Alfred,4,m
Fatma,4,w
Amadeus,4,m
Feline,4,w
Anas,4,m
Francesca,4,w
Anthony,4,m
Frederike,4,w
Artin,4,m
Hafsa,4,w
Asaf,4,m
Hatice,4,w
Aurel,4,m
Ilaria,4,w
Ayaz,4,m
Irma,4,w
Azad,4,m
Johanne,4,w
Batuhan,4,m
Joséphine,4,w
Bjarne,4,m
Julika,4,w
Bo,4,m
Karin,4,w
Bryan,4,m
Kathleen,4,w
Christopher,4,m
Kiana,4,w
Conrad,4,m
Kristin,4,w
Dieter,4,m
Laetitia,4,w
Eduard,4,m
Lisa-Marie,4,w
Erdem,4,m
Luzia,4,w
Eymen,4,m
Luzie,4,w
Eyüp,4,m
Lya,4,w
Federico,4,m
Lydia,4,w
Frank,4,m
Maila,4,w
Frederic,4,m
Margareta,4,w
Frederick,4,m
Margaretha,4,w
Gero,4,m
Marlen,4,w
Han,4,m
Martina,4,w
Harun,4,m
Mayra,4,w
Heinz,4,m
Melanie,4,w
Hendrik,4,m
Melia,4,w
Ilyes,4,m
Melis,4,w
Ivan,4,m
Mercedes,4,w
Jannick,4,m
Michaela,4,w
Jean,4,m
Milou,4,w
Jeremy,4,m
Nadja,4,w
Juan,4,m
Nala,4,w
Junior,4,m
Narin,4,w
Junis,4,m
Nhi,4,w
Justin,4,m
Petra,4,w
Kasper,4,m
Rachel,4,w
Kerim,4,m
Romina,4,w
Keyan,4,m
Rosemarie,4,w
Kiyan,4,m
Rukiye,4,w
Koray,4,m
Sandra,4,w
Lenni,4,m
Saskia,4,w
Lewin,4,m
Sibel,4,w
Lias,4,m
Stefania,4,w
Lionel,4,m
Stina,4,w
Lorenzo,4,m
Sude,4,w
Lucien,4,m
Ursula,4,w
Ludwig,4,m
Violetta,4,w
Maksim,4,m
Vivien,4,w
Malo,4,m
Yasmine,4,w
Marcel,4,m
Zeliha,4,w
Marin,4,m
Zilan,4,w
Maxime,4,m
Zoë,4,w
Medin,4,m
Şeyma,4,w
Musa,4,m
Şura,4,w
Nelson,4,m
Neo,4,m
Nepomuk,4,m
Niels,4,m
Omar,4,m
Otis,4,m
Pierre,4,m
Roland,4,m
Roni,4,m
Salih,4,m
Samir,4,m
Santino,4,m
Seyit,4,m
Silas,4,m
Sinan,4,m
Tayler,4,m
Taylor,4,m
Tiago,4,m
Timon,4,m
Ulrich,4,m
Xaver,4,m
Yannik,4,m
Yiğit,4,m
Çınar,4,m
Adelina,3,w
Ali,3,w
Amilia,3,w
Andrea,3,w
Anika,3,w
Ann,3,w
Anna-Lena,3,w
Annabella,3,w
Annemarie,3,w
Annette,3,w
Annie,3,w
Apollonia,3,w
Ariane,3,w
Arina,3,w
Assia,3,w
Avissa,3,w
Aysima,3,w
Bahar,3,w
Beatrix,3,w
Belinay,3,w
Berfin,3,w
Bianca,3,w
Cara,3,w
Celine,3,w
Aeneas,3,m
Cennet,3,w
Akif,3,m
Cheyenne,3,w
Alexandros,3,m
Christiane,3,w
Allah,3,m
Claudia,3,w
Amar,3,m
Cosima,3,w
An,3,m
Dalia,3,w
Anders,3,m
Deborah,3,w
Antoine,3,m
Ece,3,w
Antonius,3,m
Elanur,3,w
Aram,3,m
Elea,3,w
Arif,3,m
Eleni,3,w
Arin,3,m
Eleonore,3,w
Arlind,3,m
Eliana,3,w
Arman,3,m
Emine,3,w
Armin,3,m
Farida,3,w
Artjom,3,m
Fenja,3,w
Arvid,3,m
Fleur,3,w
Arvin,3,m
Frances,3,w
Aslan,3,m
Fritzi,3,w
Atilla,3,m
Gabriella,3,w
Aurelio,3,m
Gemma,3,w
Aurelius,3,m
Gioia,3,w
Axel,3,m
Giuliana,3,w
Aymen,3,m
Gül,3,w
Balthasar,3,m
Hazal,3,w
Bekir,3,m
Hedi,3,w
Benedict,3,m
Helga,3,w
Bent,3,m
Henriette,3,w
Berk,3,m
Hiba,3,w
Bijan,3,m
Hildegard,3,w
Bosse,3,m
Hristova,3,w
Cedric,3,m
İlayda,3,w
Christ,3,m
Inga,3,w
Claudius,3,m
İpek,3,w
Danny,3,m
Irene,3,w
Darian,3,m
Jane,3,w
Darius,3,m
Janna,3,w
Daryan,3,m
Jeanne,3,w
Davin,3,m
Jelena,3,w
Devran,3,m
Jolien,3,w
Diar,3,m
Jolin,3,w
Dominic,3,m
Josefin,3,w
Dylan,3,m
Josefina,3,w
Eddie,3,m
Judith,3,w
Egemen,3,m
Juno,3,w
Elliott,3,m
Karina,3,w
Elvis,3,m
Kaur,3,w
Emirhan,3,m
Khadija,3,w
Enrico,3,m
Leah,3,w
Erion,3,m
Leana,3,w
Erwin,3,m
Leila,3,w
Felipe,3,m
Leonore,3,w
Filip,3,m
Leya,3,w
Flynn,3,m
Li,3,w
Fred,3,m
Liara,3,w
Frido,3,m
Lieselotte,3,w
George,3,m
Lija,3,w
Georgios,3,m
Lilia,3,w
Gérard,3,m
Liliane,3,w
Güney,3,m
Lilja,3,w
Hagen,3,m
Lisbeth,3,w
Halid,3,m
Livanur,3,w
Harald,3,m
Livia,3,w
Hector,3,m
Lore,3,w
Henk,3,m
Madeleine,3,w
Ilja,3,m
Mailin,3,w
İshak,3,m
Malika,3,w
Ismail,3,m
Malina,3,w
Jake,3,m
Marietta,3,w
Jamiro,3,m
Marija,3,w
Janne,3,m
Marisa,3,w
Jano,3,m
Marla,3,w
Javier,3,m
Marlies,3,w
Jelle,3,m
Matea,3,w
Jesse,3,m
Maximilia,3,w
Joachim,3,m
May,3,w
Jordan,3,m
Medine,3,w
José,3,m
Melike,3,w
Jun,3,m
Meyra,3,w
Karam,3,m
Mia-Sophie,3,w
Karim,3,m
Mihrimah,3,w
Kayden,3,m
Mika,3,w
Kemal,3,m
Mimi,3,w
Keno,3,m
Morena,3,w
Kutay,3,m
Nadine,3,w
Lee,3,m
Natalie,3,w
Leif,3,m
Nayla,3,w
Leonidas,3,m
Nea,3,w
Lewis,3,m
Nelia,3,w
Liano,3,m
Nelly,3,w
Léon,3,m
Neyla,3,w
Maksymilian,3,m
Nike,3,w
Marcus,3,m
Nilay,3,w
Marten,3,m
Nour,3,w
Mattia,3,m
Pelin,3,w
Mesut,3,m
Philina,3,w
Michele,3,m
Philine,3,w
Milad,3,m
Polly,3,w
Milian,3,m
Rahel,3,w
Minh,3,m
Rana,3,w
Miro,3,m
Ria,3,w
Mirza,3,m
Rona,3,w
Mohsen,3,m
Rüya,3,w
Mouhamed,3,m
Sabine,3,w
Muhamed,3,m
Safaa,3,w
Nassim,3,m
Safiya,3,w
Navid,3,m
Safiye,3,w
Nik,3,m
Salome,3,w
Nikolaus,3,m
Scarlett,3,w
Nino,3,m
Sevde,3,w
Nour,3,m
Sila,3,w
Noél,3,m
Silvia,3,w
Omer,3,m
Simay,3,w
Patrice,3,m
Sofiya,3,w
Phileas,3,m
Suna,3,w
Phillip,3,m
Suri,3,w
Ramon,3,m
Suzan,3,w
René,3,m
Talia,3,w
Robby,3,m
Tara,3,w
Rosario,3,m
Tiana,3,w
Rubin,3,m
Tiziana,3,w
Santiago,3,m
Vera,3,w
Sean,3,m
Vida,3,w
Semi,3,m
Yasemin,3,w
Sercan,3,m
Ylva,3,w
Shane,3,m
Ylvie,3,w
Siegfried,3,m
Yüsra,3,w
Sirac,3,m
Zahra,3,w
Steven,3,m
Zelal,3,w
Taio,3,m
Tamino,3,m
Taylan,3,m
Thies,3,m
Thilo,3,m
Tillmann,3,m
Valentino,3,m
Volker,3,m
Willem,3,m
Willy,3,m
Xavier,3,m
Yahya,3,m
Yakup,3,m
Yassin,3,m
Yigit,3,m
Yousef,3,m
Abby,2,w
Acelya,2,w
Aischa,2,w
Alara,2,w
Alba,2,w
Alessa,2,w
Alexa,2,w
Alexis,2,w
Alicja,2,w
Alin,2,w
Alisia,2,w
Alison,2,w
Alissia,2,w
Alyssa,2,w
Amalie,2,w
Amanda,2,w
Abdel,2,m
Amaya,2,w
Abdurrahman,2,m
Amber,2,w
Abraham,2,m
Amela,2,w
Adnan,2,m
An,2,w
Aidan,2,m
Anabel,2,w
Aiden,2,m
Anabelle,2,w
Akram,2,m
Angel,2,w
Aleandro,2,m
Anh,2,w
Alexandre,2,m
Anisa,2,w
Alexis,2,m
Anissa,2,w
Alfons,2,m
Anja,2,w
Alim,2,m
Anjuli,2,w
Aljoscha,2,m
Annabel,2,w
Alparslan,2,m
Annalena,2,w
Alpay,2,m
Annelie,2,w
Alperen,2,m
Anny,2,w
Amed,2,m
Aradhya,2,w
Ammar,2,m
Arya,2,w
Andrea,2,m
Asia,2,w
Andrei,2,m
Assil,2,w
Andrew,2,m
Audrey,2,w
Anıl,2,m
Aurela,2,w
Anselm,2,m
Aurelie,2,w
Ante,2,m
Avesta,2,w
Antony,2,m
Aya,2,w
Aren,2,m
Beatrice,2,w
Ari,2,m
Belinda,2,w
Arjen,2,m
Bente,2,w
Arjun,2,m
Beria,2,w
Arnold,2,m
Berin,2,w
Ata,2,m
Berit,2,w
Atalay,2,m
Berna,2,w
Atanasov,2,m
Berra,2,w
Ayan,2,m
Berta,2,w
Ayyub,2,m
Betül,2,w
Aziz,2,m
Büşra,2,w
Bajram,2,m
Cansu,2,w
Battista,2,m
Carla-Marie,2,w
Bertan,2,m
Carolina,2,w
Björn,2,m
Cassandra,2,w
Bodhi,2,m
Catalina,2,w
Bodo,2,m
Cecilia,2,w
Bonheur,2,m
Ceylan,2,w
Boris,2,m
Chaima,2,w
Casper,2,m
Chayenne,2,w
Cemil,2,m
Chi,2,w
Cenk,2,m
Chidera,2,w
Cesur,2,m
Chloé,2,w
Charles,2,m
Clea,2,w
Claas,2,m
Colonia,2,w
Cristiano,2,m
Cornelia,2,w
Damiano,2,m
Cäcilie,2,w
Damien,2,m
Dajana,2,w
Dan,2,m
Damla,2,w
Dante,2,m
Derya,2,w
Dariush,2,m
Dicle,2,w
Dave,2,m
Dilan,2,w
Davide,2,m
Dilay,2,w
Dejan,2,m
Dina,2,w
Delil,2,m
Dmytrovna,2,w
Dennis,2,m
Doha,2,w
Desislavov,2,m
Doris,2,w
Devid,2,m
Dua,2,w
Devrim,2,m
Duru,2,w
Dexter,2,m
Eileen,2,w
Dijon,2,m
Eleanor,2,w
Dion,2,m
Elia,2,w
Diyar,2,m
Eliane,2,w
Djibril,2,m
Elida,2,w
Domenico,2,m
Eline,2,w
Doğan,2,m
Elinor,2,w
Duc,2,m
Elis,2,w
Ege,2,m
Elissa,2,w
Elenov,2,m
Eliz,2,w
Eli,2,m
Elizabeth,2,w
Eliano,2,m
Elizan,2,w
Elijah,2,m
Ellie,2,w
Ellis,2,m
Elly,2,w
Elmar,2,m
Elmedina,2,w
Elvin,2,m
Elvira,2,w
Emanuele,2,m
Elçin,2,w
Emmanuel,2,m
Emilija,2,w
Enzo,2,m
Emiliy,2,w
Ephraim,2,m
Emira,2,w
Eray,2,m
Emmi,2,w
Erich,2,m
Enna,2,w
Erkan,2,m
Esmeralda,2,w
Erol,2,m
Evelin,2,w
Ethan,2,m
Evelyn,2,w
Fabrice,2,m
Ewa,2,w
Faris,2,m
Eylül,2,w
Fernando,2,m
Eyşan,2,w
Filipe,2,m
Fanny,2,w
Filippo,2,m
Fatoş,2,w
Finlay,2,m
Faustina,2,w
Florin,2,m
Felix,2,w
Franziskus,2,m
Fenna,2,w
Gabriele,2,m
Filippa,2,w
Georgi,2,m
Fina,2,w
Gerd,2,m
Freya,2,w
Gerrit,2,m
Gamze,2,w
Gian,2,m
Gaye,2,w
Gonçalo,2,m
Georgieva,2,w
Gyan,2,m
Gerda,2,w
Gökmen,2,m
Giorgia,2,w
Günter,2,m
Gisela,2,w
Habil,2,m
Gloria,2,w
Hadi,2,m
Hamida,2,w
Hakan,2,m
Hamide,2,w
Hamid,2,m
Hana,2,w
Hamit,2,m
Hanne,2,w
Harry,2,m
Hanni,2,w
Helmut,2,m
Havin,2,w
Horst,2,m
Hawa,2,w
Hubert,2,m
Haylie,2,w
Igor,2,m
Heidi,2,w
Ilian,2,m
Heike,2,w
Ilya,2,m
Helwin,2,w
Immanuel,2,m
Hevin,2,w
Ioannis,2,m
Hilal,2,w
Isa,2,m
Hilda,2,w
Isaak,2,m
Holly,2,w
Ismael,2,m
Hope,2,w
İsmail,2,m
İkra,2,w
Israel,2,m
Ikra,2,w
Iven,2,m
Ilenia,2,w
Jack,2,m
Inas,2,w
Jacques,2,m
Inaya,2,w
Jakub,2,m
Ines,2,w
Jalal,2,m
Ingeborg,2,w
Janek,2,m
Ioana,2,w
Janik,2,m
İrem,2,w
Janis,2,m
Irina,2,w
Jari,2,m
Irini,2,w
Jay,2,m
Isa,2,w
Jendrik,2,m
Isabelle,2,w
Jeremia,2,m
Israa,2,w
Jermaine,2,m
Israe,2,w
Jesper,2,m
Iva,2,w
Joaquin,2,m
Ivana,2,w
Jon,2,m
Ivy,2,w
Jorik,2,m
Jade,2,w
Joschua,2,m
Jael,2,w
Josha,2,m
Jamila,2,w
Jost,2,m
Jamilia,2,w
Josua,2,m
Jamira,2,w
Josué,2,m
Jasmine,2,w
João,2,m
Jenna,2,w
Jérôme,2,m
Jessika,2,w
Jörg,2,m
Josephin,2,w
Kayra,2,m
Joyce,2,w
Kelvin,2,m
June,2,w
Kiano,2,m
Junia,2,w
Kimi,2,m
Justine,2,w
Kıvanç,2,m
Kamila,2,w
Kjell,2,m
Kataleya,2,w
Klaas,2,m
Katarina,2,w
Konstantinos,2,m
Katelynn,2,w
Krasimir,2,m
Katica,2,w
Krasimirov,2,m
Katinka,2,w
Kubilay,2,m
Kimberly,2,w
Kuno,2,m
Käthe,2,w
Laith,2,m
Laila,2,w
Latino,2,m
Lale,2,w
Lauan,2,m
Larin,2,w
Laurent,2,m
Laurine,2,w
Leandros,2,m
Lavin,2,w
Leevi,2,m
Lavinia,2,w
Lemi,2,m
Layan,2,w
Lemmy,2,m
Leia,2,w
Lennon,2,m
Lejla,2,w
Leonel,2,m
Len,2,w
Levian,2,m
Lena-Marie,2,w
Levy,2,m
Leonora,2,w
Logan,2,m
Liane,2,w
Louk,2,m
Lidia,2,w
Luc,2,m
Lika,2,w
Lucca,2,m
Lili,2,w
Lucian,2,m
Lilian,2,w
Luiz,2,m
Lilo,2,w
Luuk,2,m
Lilou,2,w
Maddox,2,m
Linn,2,w
Maher,2,m
Linnea,2,w
Mahmoud,2,m
Lisann,2,w
Maik,2,m
Liselotte,2,w
Maikel,2,m
Liva,2,w
Majed,2,m
Ljubica,2,w
Mamadou,2,m
Loni,2,w
Marino,2,m
Loredana,2,w
Mark,2,m
Mae,2,w
Marley,2,m
Mai,2,w
Massimo,2,m
Maia,2,w
Matheo,2,m
Maike,2,w
Matiar,2,m
Maite,2,w
Maxwell,2,m
Maja-Sophie,2,w
Meo,2,m
Malaika,2,w
Mertcan,2,m
Malak,2,w
Mevlüt,2,m
Maleen,2,w
Mick,2,m
Manal,2,w
Mihajlo,2,m
Margarethe,2,w
Milán,2,m
Margret,2,w
Mio,2,m
Mariana,2,w
Mirco,2,m
Marianna,2,w
Morris,2,m
Marie-Sophie,2,w
Morten,2,m
Marlena,2,w
Moulay,2,m
Mascha,2,w
Moussa,2,m
Mathea,2,w
Muhamet,2,m
Mavie,2,w
Musab,2,m
Meliha,2,w
Naim,2,m
Melinay,2,w
Nataniel,2,m
Melinda,2,w
Nathanael,2,m
Meret,2,w
Nevio,2,m
Meva,2,w
Nic,2,m
Milia,2,w
Nicklas,2,m
Mine,2,w
Nicolai,2,m
Minel,2,w
Nilsson,2,m
Minna,2,w
Nouh,2,m
Mireille,2,w
Noyan,2,m
Monique,2,w
Noé,2,m
Naila,2,w
Nuno,2,m
Naima,2,w
Nuri,2,m
Nana,2,w
Odin,2,m
Nancy,2,w
Olaf,2,m
Nathalie,2,w
Oumar,2,m
Nava,2,w
Pablo,2,m
Neda,2,w
Paris,2,m
Nedime,2,w
Pascal,2,m
Nelli,2,w
Paule,2,m
Nepheli,2,w
Paulo,2,m
Nevra,2,w
Peer,2,m
Nia,2,w
Pete,2,m
Nica,2,w
Philian,2,m
Nikita,2,w
Pietro,2,m
Norah,2,w
Pio,2,m
Nya,2,w
Pitt,2,m
Océane,2,w
Prince,2,m
Pari,2,w
Quinn,2,m
Pippa,2,w
Raffaele,2,m
Polina,2,w
Ragnar,2,m
qizi,2,w
Ralph,2,m
Rada,2,w
Ramadan,2,m
Rahma,2,w
Ramazan,2,m
Rainova,2,w
Rami,2,m
Rebekka,2,w
Raoul,2,m
Renate,2,w
Raphaël,2,m
Roksana,2,w
Rasmus,2,m
Romi,2,w
Raul,2,m
Roxana,2,w
Rayen,2,m
Roza,2,w
Reber,2,m
Sahra,2,w
Reinhold,2,m
Salma,2,w
Resul,2,m
Santina,2,w
Riccardo,2,m
Seraphina,2,w
Rico,2,m
Serena,2,w
Rifat,2,m
Serenay,2,w
Rocco,2,m
Sevgi,2,w
Rufus,2,m
Shanaya,2,w
Rüzgar,2,m
Sharleen,2,w
Sadik,2,m
Siena,2,w
Safa,2,m
Silvana,2,w
Sahir,2,m
Simone,2,w
Samed,2,m
Sinem,2,w
Samuele,2,m
Sofi,2,w
Savaş,2,m
Solea,2,w
Sem,2,m
Solin,2,w
Serhad,2,m
Sonia,2,w
Servet,2,m
Stephanie,2,w
Shayan,2,m
Sue,2,w
Syed,2,m
Sultan,2,w
Tammo,2,m
Sumi,2,w
Tarık,2,m
Susanne,2,w
Teodor,2,m
Suzanne,2,w
Theofilos,2,m
Tanja,2,w
Thorin,2,m
Theresia,2,w
Thorsten,2,m
Tiara,2,w
Tiberius,2,m
Tiffany,2,w
Tilmann,2,m
Türkan,2,w
Tino,2,m
Ute,2,w
Todorov,2,m
Valentine,2,w
Tomasz,2,m
Valeria,2,w
Tuğra,2,m
Valerija,2,w
Tyrese,2,m
Valeska,2,w
Uwe,2,m
Viola,2,w
Valerian,2,m
Viviana,2,w
Valerio,2,m
Wanda,2,w
Vasilev,2,m
Wiktoria,2,w
Veit,2,m
Wilma,2,w
Vincenz,2,m
Xing,2,w
Vinzenz,2,m
Yara,2,w
Wanja,2,m
Yella,2,w
Wilfried,2,m
Yeter,2,w
Wim,2,m
Ylvi,2,w
Wolfram,2,m
Yola,2,w
Yanis,2,m
Yolanda,2,w
Yankov,2,m
Yuna,2,w
Yannic,2,m
Zeynab,2,w
Yaron,2,m
Zita,2,w
Yassine,2,m
Zuri,2,w
Yavuz,2,m
Yiğithan,2,m
Yunis,2,m
Yusif,2,m
Zain,2,m
Zeki,2,m
Zino,2,m
,1,w
Aaliya,1,w
Aaradhya,1,w
Aariya,1,w
Aarvi,1,w
Aastha,1,w
Abida,1,w
Aadi,1,m
Abigail,1,w
Aarnav,1,m
Abigel,1,w
Aaron-Jayden,1,m
Ablavi,1,w
Aart,1,m
Adalina,1,w
Aarun,1,m
Adara,1,w
Abdalraouf,1,m
Adeline,1,w
Abde,1,m
Adelisa,1,w
Abdel-Samad,1,m
Aderonke,1,w
Abdelhalim,1,m
Aditi,1,w
Abdelrahman,1,m
Adja,1,w
Abderrahman,1,m
Adora,1,w
Abdesalam,1,m
Adrianna,1,w
Abdoullah,1,m
Adèle,1,w
Abdu,1,m
Aenne,1,w
Abdul,1,m
Agata,1,w
Abdulkadir,1,m
Agatha,1,w
Abdulkerim,1,m
Aglaja,1,w
Abed,1,m
Agnes,1,w
Abhijot,1,m
Agnès,1,w
Abidin,1,m
Ahlam,1,w
Acheron,1,m
Ahlem,1,w
Achim,1,m
Ahyrin,1,w
Achyuthan,1,m
Aibekovna,1,w
Ada,1,m
Aida,1,w
Adel,1,m
Aileen,1,w
Adeshola,1,m
Aimee,1,w
Adib,1,m
Aimin,1,w
Adigo,1,m
Aischat,1,w
Adin,1,m
Aishan,1,w
Adis,1,m
Aisosa,1,w
Adnyan,1,m
Aisulu,1,w
Ado,1,m
Aivi,1,w
Adolf,1,m
Aişe,1,w
Adonay,1,m
Ajna,1,w
Adonis,1,m
Ajra,1,w
Adrian-Elias,1,m
Ajshe,1,w
Adrien,1,m
Akanni,1,w
Adrián,1,m
Akari,1,w
Agan,1,m
Akilah,1,w
Aggelos,1,m
Alaa,1,w
Agri,1,m
Alana,1,w
Agîr,1,m
Albertine,1,w
Ahad,1,m
Aleksandra,1,w
Ahmad,1,m
Aleksandrova,1,w
Ahmed-Omar,1,m
Alene,1,w
Aineas,1,m
Alesia,1,w
Aiven,1,m
Alev,1,w
Ajani,1,m
Alexander,1,w
Ajdin,1,m
